ID,target,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20
TEST_00000,4,4.610035e-05,3.959533e-05,4.3079424e-05,5.889787e-05,0.9925959,4.0581413e-05,3.9877345e-05,4.047011e-05,4.1842704e-05,9.070249e-05,4.9608945e-05,0.006436123,3.882097e-05,3.957902e-05,5.6428613e-05,6.944674e-05,5.7964837e-05,4.2678883e-05,3.9296414e-05,9.2571645e-05,4.0392915e-05
TEST_00001,5,0.0001432236,0.0009890996,0.00014700826,0.00020567175,0.00024101482,0.9940554,0.00019942071,0.0014167225,0.00011765923,0.00027906318,0.00018736359,0.0002099728,0.00022895203,0.000112364614,0.00015067657,0.00018081417,0.0002057985,0.00020483884,0.00012097138,0.00028606018,0.00031786296
TEST_00002,0,0.40374136,0.00024359826,0.00024381441,0.0007010055,0.00021161369,0.00024356377,0.00024533318,0.00024264057,0.00024251855,0.17902014,0.00085359125,0.0014281044,0.00023367074,0.00024143232,0.00023854447,0.39934373,0.0005229536,0.00024394941,0.00024175941,0.011272435,0.00024418999
TEST_00003,15,0.33991775,0.00030148274,0.00030175026,0.06031992,0.000256628,0.00030144004,0.00030362987,0.00030029748,0.00030014644,0.18111055,0.0006670643,0.0026696024,0.00027523344,0.00029880213,0.00029048944,0.40380573,0.001039926,0.00030191732,0.0002992069,0.0066362526,0.00030221505
TEST_00004,9,0.3217213,0.00034944204,0.00034975208,0.0009889783,0.0003035368,0.0003493927,0.00035193094,0.00034806842,0.00034789316,0.36864713,0.02498424,0.0015707692,0.00034800402,0.000346335,0.00034212807,0.18984279,0.005956225,0.00034994594,0.0003468043,0.08180495,0.00035029085
TEST_00005,8,0.0046628327,0.1813239,0.0029754336,0.0055497787,0.0043788375,0.0029730962,0.0032461644,0.0031235479,0.7295899,0.008876984,0.005077809,0.0047644093,0.003931158,0.003305881,0.0043089385,0.006933634,0.006573718,0.0032870737,0.003177548,0.007933514,0.004005915
TEST_00006,8,1.4399831e-05,9.719327e-06,0.00021769287,1.7639002e-05,8.977017e-06,9.726774e-06,9.784475e-06,9.436813e-06,0.9995006,3.745693e-05,1.7352786e-05,1.6845705e-05,1.331327e-05,1.1114916e-05,1.3530199e-05,1.881694e-05,1.7321307e-05,9.723454e-06,9.402534e-06,2.7679262e-05,9.497068e-06
TEST_00007,12,4.4077486e-05,3.2794505e-05,3.2862037e-05,4.9871636e-05,4.7928937e-05,3.553677e-05,3.499811e-05,3.1843658e-05,0.0007602497,0.00011110562,4.5694964e-05,4.645609e-05,0.998345,4.4414315e-05,4.411359e-05,5.6823385e-05,5.9967424e-05,3.454606e-05,3.4821656e-05,7.319639e-05,3.3688146e-05
TEST_00008,4,4.7295325e-05,4.16375e-05,4.281721e-05,6.58182e-05,0.9937885,4.1631625e-05,4.1934065e-05,4.2557396e-05,4.400079e-05,9.063781e-05,5.0737366e-05,0.0051982794,4.0823204e-05,4.162035e-05,5.9867154e-05,7.302853e-05,6.095444e-05,4.4880097e-05,4.132317e-05,9.913878e-05,4.2476226e-05
TEST_00009,5,1.691238e-05,0.00012252734,1.7070755e-05,2.4185485e-05,2.8104796e-05,0.9992812,2.356978e-05,0.00017411259,1.3422934e-05,2.956128e-05,1.9608451e-05,2.4425974e-05,2.6119567e-05,1.28189085e-05,1.7217613e-05,2.5755064e-05,3.130715e-05,2.428003e-05,1.3800794e-05,3.5814053e-05,3.822037e-05
TEST_00010,17,1.5923488e-05,1.8812005e-05,1.4850615e-05,2.1874544e-05,1.9827643e-05,1.9257881e-05,1.7533446e-05,1.675175e-05,1.3370915e-05,3.0252293e-05,1.689293e-05,2.17432e-05,1.9128745e-05,1.3353863e-05,1.500067e-05,2.038662e-05,2.2636777e-05,0.99962485,1.3496516e-05,2.2962815e-05,2.114159e-05
TEST_00011,8,1.0477597e-05,8.509755e-06,8.5635365e-06,1.2993858e-05,1.1593914e-05,8.518737e-06,8.347805e-06,8.7492335e-06,0.99976355,1.888597e-05,1.5293723e-05,1.3247283e-05,1.0217922e-05,9.263542e-06,1.09504435e-05,1.4832367e-05,1.776873e-05,9.953886e-06,7.822333e-06,2.1698615e-05,8.750044e-06
TEST_00012,11,3.971773e-05,2.4933674e-05,2.4955798e-05,3.798148e-05,3.2558248e-05,2.4930132e-05,2.511124e-05,2.483564e-05,2.5644124e-05,7.176556e-05,3.8594764e-05,0.99932265,2.591357e-05,2.4923404e-05,3.658793e-05,4.130467e-05,4.063277e-05,2.555677e-05,2.4745445e-05,6.161464e-05,2.499424e-05
TEST_00013,10,0.00014674704,1.6089754e-05,1.569762e-05,2.7169035e-05,2.3300156e-05,1.6979473e-05,1.6198483e-05,1.6939217e-05,1.7731776e-05,0.00014857031,0.9991924,2.4181469e-05,1.9899122e-05,1.5832542e-05,2.5140624e-05,9.4504234e-05,8.056763e-05,1.6922151e-05,1.5565318e-05,5.300085e-05,1.6452957e-05
TEST_00014,3,0.21502948,0.00037573228,0.0003760657,0.31384405,0.00031983067,0.0003756791,0.00037840824,0.00037425515,0.00037406688,0.26090765,0.0005407231,0.0011360327,0.00036041977,0.00037239149,0.0003772948,0.19190566,0.0007733724,0.00037627394,0.000372896,0.011053161,0.00037664495
TEST_00015,0,0.4626703,0.00032086318,0.0003211479,0.0009199007,0.00027873367,0.00032081778,0.0003231484,0.00031960176,0.00031944102,0.1554916,0.001959953,0.0016240525,0.00030336043,0.00031801025,0.00031407925,0.3663206,0.0018456912,0.00032132576,0.0003184411,0.0050673513,0.0003216426
TEST_00016,13,0.00014648963,9.642635e-06,9.175182e-06,1.8282875e-05,8.215996e-06,9.877311e-06,9.771578e-06,9.120307e-06,5.958036e-05,9.259649e-05,1.341216e-05,1.3826367e-05,1.1391528e-05,0.9994891,1.2605304e-05,2.0447975e-05,1.7405659e-05,1.0195887e-05,9.705277e-06,1.9373761e-05,9.648927e-06
TEST_00017,3,0.010728594,0.00025504894,0.00025527523,0.77795035,0.0002174263,0.00025501294,0.00025686552,0.00025404638,0.00025391846,0.18182628,0.00027639992,0.00037406752,0.00024465486,0.00025278144,0.00027229177,0.02318668,0.00034834768,0.00025541673,0.00025312376,0.0020277333,0.00025566848
TEST_00018,19,0.005303605,4.1807372e-05,4.1844472e-05,0.00010139075,5.4870758e-05,4.180148e-05,4.2105148e-05,4.2825428e-05,4.2290183e-05,0.0013811485,8.9706686e-05,6.3212974e-05,4.0858424e-05,4.1435684e-05,4.579192e-05,0.013209081,0.00027015727,4.186766e-05,4.14918e-05,0.97902083,4.190893e-05
TEST_00019,14,6.3074236e-05,3.006179e-05,3.0088466e-05,5.2600524e-05,4.2435506e-05,3.16277e-05,3.0275907e-05,2.994362e-05,2.9928546e-05,0.00017627692,3.585991e-05,0.0038180249,3.2615895e-05,3.0569754e-05,0.99528545,6.631424e-05,4.1817224e-05,3.081304e-05,2.9834848e-05,8.220886e-05,3.0134815e-05
TEST_00020,6,1.704288e-05,1.6614673e-05,1.6613341e-05,2.0213894e-05,3.838558e-05,1.659146e-05,0.9996128,1.5297777e-05,1.3272459e-05,2.7536606e-05,1.6707816e-05,2.015282e-05,1.5193937e-05,1.2892147e-05,1.6215654e-05,2.3716366e-05,1.9602707e-05,1.799882e-05,1.4988964e-05,3.2303964e-05,1.581668e-05
TEST_00021,3,0.060772628,0.0003577652,0.00035808265,0.59080917,0.00030876312,0.0003577144,0.00036031305,0.00035635853,0.00035617946,0.30101094,0.0020605822,0.00047342633,0.00032661558,0.00035458416,0.00037242696,0.027363347,0.00057167147,0.00035828078,0.00035506435,0.012357423,0.00035863428
TEST_00022,5,1.6036021e-05,0.00012174103,1.7435796e-05,2.4702664e-05,2.8705783e-05,0.99928045,2.3648925e-05,0.00017450593,1.3709954e-05,2.9391824e-05,2.0733043e-05,2.4953864e-05,2.66781e-05,1.3093013e-05,1.7585773e-05,2.1885038e-05,3.197659e-05,2.4311963e-05,1.4095895e-05,3.6244484e-05,3.8177495e-05
TEST_00023,0,0.40223002,0.000407088,0.0004074492,0.0012556413,0.00034652132,0.00040703057,0.0004099875,0.00040548778,0.00040577326,0.18244064,0.0030297153,0.0025982035,0.00037164395,0.00040346844,0.0003985675,0.36868665,0.002359414,0.00040767505,0.00040401518,0.03221693,0.00040807686
TEST_00024,19,0.08320546,0.00038586548,0.00038620786,0.25006524,0.00032845626,0.000385811,0.00038861381,0.00038434868,0.0003841552,0.15967447,0.0005837652,0.001745435,0.00035226924,0.0003824346,0.00038379632,0.05472743,0.0012358828,0.00038642192,0.00038295286,0.44384417,0.00038680277
TEST_00025,2,1.666321e-05,1.7944069e-05,0.99960375,2.336189e-05,2.0147469e-05,1.6450662e-05,2.1913274e-05,1.769388e-05,1.30515255e-05,2.8827268e-05,1.609825e-05,2.4912493e-05,1.3312715e-05,1.4098868e-05,1.6512104e-05,2.4666988e-05,2.9384313e-05,1.6231628e-05,1.3092454e-05,3.2328015e-05,1.9629e-05
TEST_00026,7,2.3598108e-05,2.048884e-05,2.9301867e-05,2.4414196e-05,2.5093876e-05,2.3194812e-05,2.52464e-05,0.999534,1.4349204e-05,2.7965825e-05,2.260424e-05,2.533023e-05,1.7247805e-05,1.3726203e-05,1.6996297e-05,1.9508467e-05,3.130925e-05,2.739995e-05,1.536828e-05,3.7929633e-05,2.4906289e-05
