ID,target,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20
TEST_00000,4,0.04404222536567419,0.044041171218236676,0.044041176569358055,0.044041213685935277,0.11885056935320962,0.04404117101201816,0.04404119124082434,0.044041170933813066,0.04404117882373096,0.04404254956769853,0.04404117259824445,0.044361753569387,0.04404118304572557,0.0440411774910674,0.044041171196651095,0.0440440541466544,0.04404117964609699,0.0440411739668378,0.04404117171311284,0.044041173755171276,0.044041171100552196
TEST_00001,5,0.044018169823748864,0.044017167638879945,0.04401716766546469,0.044017167817068416,0.044017167708736565,0.11965083670590988,0.04401716854240943,0.04401716762231522,0.04401716778770332,0.04401892604203302,0.044017167819869425,0.04401716788223961,0.04401723701286495,0.044017168025956496,0.04401716772321872,0.044020138507731725,0.04401716773601873,0.044017167720323096,0.04401716781330951,0.044017174693247126,0.04401716771095116
TEST_00002,9,0.051060624392616306,0.04542759385422308,0.045427588142505915,0.04542802081604051,0.045427536454784805,0.04542760832550917,0.0454275858183782,0.045427569292987635,0.04542753780835816,0.0699244895493777,0.0454339076341497,0.045428563263114285,0.04542757237167014,0.04542754113348905,0.04542779049197448,0.05998692235968313,0.04542992695837465,0.04542753576570757,0.04542779698935234,0.046748717019061484,0.04542757155864182
TEST_00003,9,0.06421542981363779,0.04544869008972687,0.0454300581423911,0.04547368796571684,0.045429582271699125,0.04542999968704176,0.045429499781734314,0.04542947890764073,0.045429635374473934,0.06662697085073438,0.045487871914653165,0.04544607129711274,0.04542957618717797,0.04542994073724506,0.04543104585839522,0.05037358774339311,0.045454924147443156,0.04542948740314502,0.04542965747561397,0.046315214299415694,0.045429590051607814
TEST_00004,15,0.05223464124354592,0.045401836672337485,0.045401848848153306,0.04541054958097147,0.045402670029723,0.04540183566915048,0.04540224461279025,0.04540231528423146,0.045401861010478224,0.04956910515400911,0.045608242855850495,0.04541079974987924,0.04540247156615338,0.04540195226746486,0.0454021938636176,0.08046066074335287,0.04552359727348067,0.04540187716746929,0.04540265454140431,0.04555475614176531,0.04540188572417142
TEST_00005,1,0.044095795487858844,0.117043801919802,0.044094423249486585,0.044094429912704916,0.044094424799509535,0.04409441335034326,0.04409441639498742,0.044094413451620164,0.04515364145321638,0.04409614375016051,0.04409442345577504,0.04409444345045263,0.044094552387522495,0.044094740230760765,0.04409442187728645,0.04409929178492175,0.04409450301007211,0.04409441349790764,0.04409442964426122,0.04409446253513891,0.044094414356211434
TEST_00006,8,0.0440522452540851,0.04405007605014275,0.044490343379338854,0.04405007946281411,0.0440500685402458,0.04405006099486674,0.044050068916515694,0.044050061075127295,0.11855109994771244,0.04405179427942066,0.0440500731035303,0.04405006603146542,0.04405014686394346,0.04405053420896954,0.04405006256288641,0.044052615688986725,0.04405024951824204,0.044050061546450886,0.044050076365785354,0.04405015427504669,0.04405006193442366
TEST_00007,12,0.044040667055577874,0.04401616275711062,0.04401616273350229,0.04401617348373255,0.044016163298340356,0.044016165433047955,0.0440161647886127,0.04401616273193912,0.04401675775154368,0.04401758559467107,0.04401626596901166,0.044016169306881216,0.11964359652532881,0.044016494433311286,0.04401616790827483,0.04402167104314,0.04401616868699707,0.04401616279390036,0.044016806113278364,0.04401616692032151,0.04401616467147667
TEST_00008,4,0.04405186672431343,0.04405079808134915,0.04405080393598518,0.04405085705781582,0.11852731923950184,0.044050797777329904,0.04405081394780591,0.04405079770523252,0.04405080584723911,0.044052169845539814,0.044050800489125096,0.04450218699232327,0.04405080948519903,0.0440508037726127,0.04405079815893166,0.044053565376817684,0.044050807006288814,0.04405080133460476,0.04405079836547528,0.044050800867576206,0.04405079798893281
TEST_00009,5,0.04401818852448986,0.04401719509126717,0.04401719510242726,0.04401719520038256,0.04401719510834565,0.11965111335469995,0.04401719529269041,0.04401719508118391,0.04401719512376275,0.04401867800450214,0.04401719513968642,0.04401719511172047,0.04401720128543736,0.04401719514369186,0.04401719510067927,0.04401969493519928,0.044017195106219105,0.0440171951038397,0.04401719512632667,0.0440171969483383,0.044017195115109986
TEST_00010,17,0.044018200468039975,0.04401718755975315,0.04401718758451134,0.04401718894367584,0.04401718826060685,0.04401718759178242,0.044017187544157496,0.04401718751008607,0.04401718792059665,0.044018612705406274,0.04401718758473413,0.04401718770459226,0.044017188833148785,0.0440171957008873,0.044017187966850224,0.04401993428743827,0.044017188178283415,0.11965105061566521,0.04401718790212297,0.04401718762170756,0.044017187515953814
TEST_00011,8,0.04401722284254228,0.04401622322927662,0.04401621603606046,0.04401622407550657,0.0440162159007073,0.04401621557817312,0.04401621568514535,0.04401621618149311,0.11964774255008098,0.04402070873875565,0.044016216493619614,0.04401621584163599,0.04401625592458397,0.04401636298319024,0.04401621753407489,0.04403844271722323,0.04401622204066442,0.044016215630469736,0.044016216447131426,0.044016217932339945,0.04401621563732506
TEST_00012,11,0.04401969298567201,0.044017514220778466,0.04401751434106255,0.04401760210125908,0.04402085086280989,0.04401751407063895,0.04401751771898357,0.044017514058472935,0.044017517024807655,0.04401902951854498,0.04401751910665116,0.11963965379809752,0.04401754305995351,0.044017516693961596,0.04401771528186486,0.0440201924718071,0.04401751985156273,0.04401751433239565,0.044017514645957885,0.04401752943344155,0.044017514421276334
TEST_00013,10,0.04401491419776082,0.044013654503899866,0.04401365448990046,0.044013662614494575,0.04401365483431983,0.044013654497886315,0.04401365453104788,0.0440136544872909,0.044013659130247546,0.044020063518147086,0.11963520688925051,0.0440136550288224,0.044013714475004594,0.0440136757568274,0.04401365578036588,0.044095470332212616,0.04401576938271927,0.044013654493467905,0.04401365466944619,0.04401366161463694,0.044013654772251186
TEST_00014,9,0.05374071570107337,0.0453800353802697,0.04538006698860483,0.05190082643980732,0.045380036878915904,0.04538004225517027,0.045380477528272296,0.04537997180277493,0.04537999828757948,0.06929459377068468,0.04538492447358508,0.04538569486611885,0.04538015229472799,0.0453802594230347,0.04538066290092031,0.05304433225401656,0.04539040315340832,0.045380417828096986,0.04538011373718089,0.04591620456025275,0.04538006947550469
TEST_00015,0,0.06648502725825704,0.0454079523577277,0.045407772570939524,0.045412561242771605,0.04540786914628478,0.04540778666315033,0.0454078367945709,0.04540780511583752,0.045407775343755126,0.049912246137872804,0.04632504232585645,0.045411568799500424,0.04540791382075126,0.045407782477086246,0.04540778259963635,0.06512920242688151,0.045545566417250986,0.045407790515193364,0.04540781997300773,0.045477098594428556,0.04540779941923985
TEST_00016,13,0.044025885597349546,0.04401741573761593,0.04401740756914552,0.04401743127299993,0.04401741050045482,0.04401740755314414,0.044017425047267904,0.04401740770080841,0.044023497346548056,0.04401933609972537,0.044017419392400364,0.04401741608145165,0.04401781676979698,0.11962998551294467,0.0440182293616193,0.04402116612237726,0.044017409622766006,0.0440174087764181,0.04401769571634611,0.04401742032468272,0.04401740789413723
TEST_00017,3,0.046272520172569845,0.04438423090172769,0.044384228386938666,0.10398331905836979,0.04438421499590478,0.04438422019509385,0.04438420667074971,0.04438420436722363,0.04438423803069904,0.04980781289234348,0.04438477642683873,0.04438509688068553,0.044384249584396754,0.04438428984042397,0.04438549677933326,0.04538343824307698,0.0443848277226749,0.044384510104326015,0.044384223500587856,0.04440165979959481,0.04438423544644056
TEST_00018,19,0.04431566795018491,0.04400557526429749,0.04400557665838161,0.044008068957280475,0.04400559045408683,0.044005577330238306,0.044005823838114626,0.04400557532812691,0.044005580530528145,0.04402479751018861,0.04400845921665465,0.04400564801723962,0.04400565036343513,0.044005600107413494,0.0440056752867191,0.044423839630711726,0.0440782964034207,0.044005575620905055,0.04400559509733146,0.11906198568716218,0.04400584074757905
TEST_00019,14,0.044032716454134785,0.04403135004548932,0.044031349832873164,0.04403193743369278,0.044031350387718694,0.0440313504083343,0.044031350397090996,0.04403134980986943,0.04403135926251902,0.044062772835089116,0.04403135807097978,0.044237292884975216,0.04403139590896085,0.04403138900019553,0.11912901507647379,0.04403554974988292,0.04403135261256299,0.04403135645509763,0.04403135099138119,0.04403170009622216,0.0440313522864564
TEST_00020,6,0.04401816922642873,0.044017176281158435,0.04401717665521514,0.04401717634580976,0.044017177992247684,0.044017176448765294,0.1196508997203589,0.04401717648645901,0.04401718640746713,0.04401858609492644,0.044017176314475874,0.04401717658518349,0.044017188149612904,0.04401719538350527,0.04401717631426957,0.04402029552159097,0.04401717672457044,0.04401717636612289,0.044017180989017954,0.044017179458165315,0.04401717653464887
TEST_00021,3,0.04669296478509572,0.04452756734488028,0.04452756430090741,0.09916789235130448,0.044527557866450976,0.04452759350992055,0.04452755126971042,0.04452754457149913,0.044527630138665966,0.05218753524781648,0.04453182218462298,0.044533046288979576,0.04452788270511812,0.04452769264478811,0.04454007579672843,0.04489736722392015,0.04452973973915693,0.04452764806355984,0.04452763949814673,0.044588111030916686,0.04452757343781098
TEST_00022,5,0.04401809510001187,0.04401709280101518,0.04401709281567311,0.044017093060440084,0.044017092860196304,0.11965075481710497,0.04401709367083673,0.04401709278577266,0.04401709286813349,0.04401852543904085,0.04401709306166977,0.044017092961921404,0.044017121016062685,0.04401709338548954,0.044017092846924,0.044022012822798606,0.04401709285655211,0.044017092868842284,0.04401709292703877,0.044017096194915645,0.0440170928395599
TEST_00023,15,0.057344644591883855,0.045358202380575224,0.04535859896996075,0.045371834451966124,0.045358404403335426,0.045357996756803236,0.045358186124739415,0.045357997874079944,0.04535842554291211,0.049123223097545334,0.045411973293711654,0.0453785634862802,0.045359343709444756,0.04535803720029657,0.04535799717447598,0.07676357961095287,0.04545475835174225,0.04535800157697379,0.045358528166551365,0.04549369803099877,0.04535800520477033
TEST_00024,19,0.04694720398558964,0.04431537542596822,0.044315538501265406,0.04646625520629447,0.04431557828900131,0.04431539978433899,0.04431649751752557,0.04431536715124591,0.04431549469661179,0.0461847804474977,0.044322397582907055,0.04432858174393226,0.04431699135609704,0.044315678006763254,0.044317564002516435,0.04852537284335218,0.04433766257869762,0.0443153911042623,0.04431580991919012,0.10278129977139203,0.044315760085550604
TEST_00025,2,0.044018647623868035,0.044017201386381474,0.1196504562205121,0.04401720143852601,0.044017201975089994,0.04401720137349708,0.04401720145427952,0.04401720136708689,0.04401743450667122,0.04401863354993918,0.04401720150026804,0.04401720252198194,0.044017201411656916,0.04401720145044831,0.04401720137380384,0.04401959777102215,0.04401720185653455,0.04401720141902626,0.04401720150244029,0.04401720691325609,0.04401720138371011
TEST_00026,7,0.04401818201558937,0.044017190797039085,0.04401719080811112,0.04401719080240889,0.044017190833116844,0.04401719079977706,0.0440171913228385,0.11965110942619434,0.04401719132449209,0.04401855789303312,0.04401719083427151,0.044017190958156815,0.044017190935615326,0.044017191038882915,0.044017190814341606,0.04401990467307895,0.0440171908244823,0.04401719079928191,0.04401719135123205,0.044017190951672794,0.04401719079638362
TEST_00027,14,0.04440879373086938,0.04397560092230268,0.04397559146819529,0.04443844287650663,0.04397559146592378,0.04397559437480007,0.043975591624765935,0.043975591310635775,0.04397571208117866,0.045220894352017184,0.04397559619845492,0.04397589657228466,0.04397560621780358,0.04397584475919879,0.11804551171877065,0.04427590279232176,0.04397559207153907,0.04397560036632659,0.0439755950315095,0.043975858308700516,0.04397559175589448
