ID,target,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17,prob_18,prob_19,prob_20
TEST_00000,11,0.030334528925325135,0.12304057703045461,0.06125554541106201,0.046522269741284816,0.04184415652600196,0.01940029429787329,0.01539565327345805,0.08659474541869297,0.04674627063015147,0.05813653712679896,0.013971241792727209,0.14114041253881118,0.07839257821200053,0.021921184093818588,0.02053438728626367,0.02060575956154004,0.02644789916146824,0.040355534138476326,0.03384671262451909,0.02577177917058481,0.047741933038685985
TEST_00001,13,0.0193240773023932,0.027277017363772763,0.03178802759398991,0.038005333507661804,0.07584092312413454,0.044966651094223306,0.04261135068650358,0.049757972652519925,0.01514229106649411,0.05129913954593956,0.020819551998188048,0.015944619538126807,0.13431504284788462,0.15048136661425485,0.08049992998378884,0.02800172596244725,0.01739097892908371,0.060153420197200186,0.03683060547711164,0.01850588384179832,0.041044090672482075
TEST_00002,8,0.01639486791370512,0.08748406251556572,0.02284194004645143,0.047050131407990664,0.02512147570619678,0.036215275943198205,0.037972508801528776,0.01991686285641679,0.12109432982519432,0.06689048715517666,0.09993681835112755,0.08292238097674312,0.0416594317933162,0.09206883653977913,0.01647914382507115,0.02470760618572334,0.01505297337411095,0.025736385966328053,0.028770116363771688,0.023764490505634547,0.06791987394696897
TEST_00003,6,0.03533582820060378,0.025647306079353102,0.04212731910452934,0.01917482628881822,0.07265317461636102,0.01645097164982867,0.171495275843655,0.06751738310911148,0.021698216594976942,0.02018978559016246,0.07519895890605423,0.05832941539285734,0.06118618188603535,0.06736201900135338,0.01643137608835213,0.03128036972869864,0.01812208186876242,0.08605880859323305,0.04918957463345648,0.02853036406364487,0.01602076276015104
TEST_00004,20,0.0304470351092127,0.029223357384421,0.06550409190202347,0.0538839071419299,0.10019090940106035,0.03897235546798315,0.01867354645444704,0.06317363685029317,0.07036435354213104,0.04755441454809202,0.07215180604970728,0.0406312149286162,0.042963860329966436,0.03574911949198744,0.01464207441836926,0.02866722953384855,0.014923890880175528,0.05375595558114796,0.028592154069367208,0.041849526639946205,0.10808556027527291
TEST_00005,7,0.02301527796735734,0.05314366837812029,0.06130963937743676,0.02209560881236567,0.01596232649744566,0.024905743555243498,0.01922875205117466,0.10384309723024002,0.06989169349408776,0.04747860132572253,0.08324772064956774,0.06879172653086653,0.02027615951678469,0.08936719839887339,0.039682873559554036,0.06945460795040534,0.09050808403778082,0.02629111466353487,0.01720767758314449,0.02205744668033663,0.03224098173995617
TEST_00006,13,0.07034225314875345,0.0793109440448879,0.01358101042134062,0.03718363359042835,0.03132948726952932,0.021636241799671087,0.017495932043881317,0.027025628559123487,0.13156102373467948,0.02630445851479738,0.03773941909264285,0.05392133876160989,0.028368997987973127,0.13283750342247078,0.12325535598871097,0.02294105794862368,0.03627114781614622,0.025215832036704938,0.02445538749254372,0.01447519136989859,0.044748154955581716
TEST_00007,7,0.039034667193318176,0.01515861705311212,0.02527936569154151,0.1015148727818334,0.02332876642706,0.01899139135946078,0.038057013352302105,0.170095936922146,0.02345035542686273,0.054429676805263325,0.06621200268313522,0.023235337524499203,0.08405234282660955,0.03015535220043291,0.050190890379985593,0.050315793626669054,0.041573101719851575,0.016703044483731277,0.07988113242390384,0.0275042277939017,0.02083611132437896
TEST_00008,10,0.01477216881730791,0.04663516153606935,0.05553713730931663,0.013840706649014219,0.062391645894726296,0.022818338878734128,0.05195772734853328,0.020379652952139247,0.05712108129127057,0.03149866340798653,0.11642927498827021,0.01888255387971967,0.028812546811178667,0.01771886149678624,0.10991737634694458,0.09167640015706867,0.0243702190178428,0.05355204707470109,0.07676189161674982,0.04350749195834675,0.041419052567292565
TEST_00009,3,0.02291360225172169,0.01663173225572636,0.09297785224721722,0.09408763905700905,0.048361795104927614,0.05041305552838861,0.02826709697742328,0.05859302723787319,0.09294188193869396,0.08968270076765186,0.06627522165791068,0.0492257750883155,0.01628690983832478,0.01938656631750457,0.09343743290636711,0.04590196344584886,0.01352912701862933,0.01695679314695763,0.05139448233656633,0.013383084178067288,0.019352260698874288
